hhld_id,drvr_cnt,veh_cnt,min_age,hoh_age,max_age,avg_age,min_mon_lic,hoh_mon_lic,max_mon_lic,avg_mon_lic,cnt_yth,cnt_female,cnt_male,cnt_married,cnt_single,hoh_married,cnt_auto,cnt_mtrcyc,avg_majr_viol,cnt_majr_viol,cnt_minr_viol,avg_minr_viol,cnt_lic_susp,curnt_insurer,time_w_carr,inforce_ind,prior_bi,fire_ind,homeowner_ind,veh_lien_cnt,veh_lease_cnt,veh_own_cnt,monthly_pay_ind,veh_w_coll_cnt,veh_w_comp_cnt,veh_w_ers_cnt,curnt_bi_low,curnt_bi_upp,credit_score,zipcode,premium,loss_amount,loss_ratio,future_clm_ind,at_fault_claims_2012,at_fault_claims_2013,at_fault_claims_2014,at_fault_claims_2015,at_fault_claims_2016,not_at_fault_claims_2012,not_at_fault_claims_2013,not_at_fault_claims_2014,not_at_fault_claims_2015,not_at_fault_claims_2016
12654,1,1,40.5297148218266,40.5297148218266,40.5297148218266,40.5297148218266,294.356577861919,294.356577861919,294.356577861919,294.356577861919,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,5.0,1,25000.0,0,1,,0,0,0,1,1,1,50,50,465.177791990471,98079,167.0,839.730626705144,5.02832710601883,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
666,1,1,62.8233153326137,62.8233153326137,62.8233153326137,62.8233153326137,561.879783991365,561.879783991365,561.879783991365,561.879783991365,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,25000.0,1,0,,0,0,0,0,0,1,100,100,677.10744717937,57650,94.5,0.0,0.0,0,,,,,,0.0,1.0,0.0,0.0,0.0
1199,1,1,53.4103785006862,53.4103785006862,53.4103785006862,53.4103785006862,448.924542008235,448.924542008235,448.924542008235,448.924542008235,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,FARMERS,2.0,1,25000.0,1,0,,0,0,1,0,0,0,25,25,,36517,90.0,0.0,0.0,0,,,,,,0.0,0.0,0.0,1.0,0.0
13889,1,2,52.7592571900231,52.7592571900231,52.7592571900231,52.7592571900231,441.111086280278,441.111086280278,441.111086280278,441.111086280278,0,0,1,0,1,False,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,2,2,1,25,25,613.017080098758,87035,309.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,,,,,
3957,1,1,32.8290500588466,32.8290500588466,32.8290500588466,32.8290500588466,201.948600706159,201.948600706159,201.948600706159,201.948600706159,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,1.0,1,100000.0,0,0,,0,1,0,1,1,1,50,50,610.472956544927,69015,167.0,0.0,0.0,0,,,,,,1.0,0.0,0.0,0.0,0.0
17515,1,1,31.9378233119191,31.9378233119191,31.9378233119191,31.9378233119191,191.253879743029,191.253879743029,191.253879743029,191.253879743029,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,3.0,1,25000.0,1,0,,0,0,0,1,1,1,100,100,565.306391062443,17861,150.3,1323.58349916999,8.80627743958739,1,,,,,,0.0,0.0,0.0,0.0,1.0
7142,1,2,28.9078667713449,28.9078667713449,28.9078667713449,28.9078667713449,154.894401256139,154.894401256139,154.894401256139,154.894401256139,0,0,1,1,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,0,2,1,1,250,250,606.592256288465,28093,297.0,0.0,0.0,0,,,,,,1.0,0.0,0.0,0.0,0.0
13258,3,3,33.6292904102391,38.9609601652409,58.8998758977198,43.8300421577332,211.551484922869,275.531521982891,514.798510772638,333.960505892799,0,1,2,2,1,True,3,0,0.0,0,0,0.0,0,AMERICAN FAMILY,0.5,1,100000.0,0,1,,0,2,0,1,1,0,25,25,707.64362423904,65163,257.6,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,,,,,
17922,2,1,31.2832875328091,34.9467382773701,34.9467382773701,33.1150129050896,150.914224660515,227.360859328442,227.360859328442,189.137541994478,0,0,2,2,0,True,1,0,0.0,0,1,0.5,0,LIBERTY MUTUAL,0.5,1,250000.0,0,0,,0,1,1,1,1,1,25,25,717.144268653037,25433,133.6,0.0,0.0,0,,,,,,0.0,0.0,0.0,0.0,1.0
807,1,1,52.2637787801646,52.2637787801646,52.2637787801646,52.2637787801646,435.165345361975,435.165345361975,435.165345361975,435.165345361975,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,0,1,1,1,100,100,592.186820241373,19087,167.0,0.0,0.0,0,,,,,,1.0,0.0,0.0,0.0,1.0
6765,2,2,32.7061799119478,33.7284545506246,33.7284545506246,33.2173172312862,151.271063075121,212.741454607496,212.741454607496,182.006258841308,0,1,1,2,0,True,2,0,0.0,0,1,0.5,0,MISSING,,0,,1,0,,0,1,0,1,1,1,250,250,705.680116336913,18037,177.84,0.0,0.0,0,,,,,,0.0,0.0,1.0,0.0,0.0
9985,1,1,45.4606362381246,45.4606362381246,45.4606362381246,45.4606362381246,353.527634857495,353.527634857495,353.527634857495,353.527634857495,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,1,0,1,1,1,25,25,734.305508710052,85923,120.24,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,,,,,
12308,1,1,49.1457414673752,49.1457414673752,49.1457414673752,49.1457414673752,397.748897608503,397.748897608503,397.748897608503,397.748897608503,0,0,1,0,1,False,1,0,0.0,0,2,2.0,0,ALLSTATE,1.5,1,25000.0,0,0,,0,1,0,1,1,1,25,25,740.151593548481,21894,133.6,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,
6023,1,1,69.1378824915146,69.1378824915146,69.1378824915146,69.1378824915146,637.654589898175,637.654589898175,637.654589898175,637.654589898175,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,0,0,1,1,1,25,25,652.726419185609,88728,150.3,0.0,0.0,0,,,,,,1.0,0.0,0.0,0.0,0.0
802,1,2,45.5887897444143,45.5887897444143,45.5887897444143,45.5887897444143,355.065476932972,355.065476932972,355.065476932972,355.065476932972,0,1,0,0,1,False,2,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,25000.0,0,0,,0,0,1,2,2,1,25,25,730.121617819451,98013,247.2,0.0,0.0,0,,,,,,1.0,0.0,0.0,0.0,0.0
16451,1,1,51.6061761506737,51.6061761506737,51.6061761506737,51.6061761506737,427.274113808084,427.274113808084,427.274113808084,427.274113808084,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,25000.0,0,0,,0,0,0,0,0,0,100,100,816.309216828247,89633,80.0,0.0,0.0,0,,,,,,1.0,0.0,0.0,0.0,0.0
17986,1,1,41.8064971042261,41.8064971042261,41.8064971042261,41.8064971042261,309.677965250713,309.677965250713,309.677965250713,309.677965250713,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,FARMERS,3.0,1,100000.0,0,0,,1,0,0,1,1,1,100,100,753.459295841013,44475,133.6,0.0,0.0,0,,,,,,0.0,0.0,0.0,0.0,1.0
5922,1,1,50.9200540863955,50.9200540863955,50.9200540863955,50.9200540863955,419.040649036746,419.040649036746,419.040649036746,419.040649036746,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,FARMERS,5.0,1,100000.0,0,0,,0,1,1,1,1,1,25,25,652.648417976719,21894,167.0,0.0,0.0,0,,,,,,0.0,1.0,0.0,0.0,0.0
4450,1,1,46.8777403796203,46.8777403796203,46.8777403796203,46.8777403796203,370.532884555444,370.532884555444,370.532884555444,370.532884555444,0,0,1,0,1,False,0,1,0.0,0,0,0.0,0,GEICO,3.0,1,50000.0,1,0,,0,1,0,1,1,1,100,100,615.941367403208,19380,150.3,0.0,0.0,0,,,,,,0.0,0.0,0.0,0.0,1.0
11086,1,1,40.98272061984,40.98272061984,40.98272061984,40.98272061984,299.79264743808,299.79264743808,299.79264743808,299.79264743808,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,5.0,1,100000.0,1,0,,0,0,0,1,1,1,25,25,647.582699503098,77542,150.3,0.0,0.0,0,,,,,,0.0,0.0,0.0,0.0,1.0
8845,1,1,56.8549416834155,56.8549416834155,56.8549416834155,56.8549416834155,490.259300200986,490.259300200986,490.259300200986,490.259300200986,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,1,1,1,1,25,25,615.276899435147,18099,150.3,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,,,,,
3921,2,1,32.6419816935055,50.1077873548077,50.1077873548077,41.3748845241566,199.703780322066,409.293448257693,409.293448257693,304.49861428988,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,5.0,1,25000.0,0,1,,0,0,0,1,1,1,100,100,770.417796536418,59792,133.6,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,,,,,
17779,2,2,34.847967743467,49.4904206552825,49.4904206552825,42.1691941993748,226.175612921604,401.88504786339,401.88504786339,314.030330392497,0,2,0,2,0,True,2,0,0.0,0,0,0.0,0,OTHER,4.0,1,25000.0,1,1,,0,1,0,1,1,1,100,100,639.779178997244,23092,222.3,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,,,,,
3674,2,2,25.5960507007286,51.7975444851055,51.7975444851055,38.696797592917,115.152608408743,429.570533821266,429.570533821266,272.361571115004,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,2,0,0,0,0,50,50,607.605027905915,12124,180.0,0.0,0.0,0,,,,,,0.0,0.0,0.0,1.0,0.0
6491,1,2,66.1054936554305,66.1054936554305,66.1054936554305,66.1054936554305,601.265923865166,601.265923865166,601.265923865166,601.265923865166,0,1,0,0,1,False,0,2,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,2,0,1,1,1,25,25,687.318515064851,98013,222.3,0.0,0.0,0,,,,,,1.0,0.0,0.0,0.0,0.0
11249,1,1,21.9306974564616,21.9306974564616,21.9306974564616,21.9306974564616,71.1683694775398,71.1683694775398,71.1683694775398,71.1683694775398,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,0,1,1,1,1,25,25,550.199800000999,90600,150.3,0.0,0.0,0,,,,,,0.0,1.0,0.0,0.0,0.0
486,1,1,35.610534017522,35.610534017522,35.610534017522,35.610534017522,235.326408210264,235.326408210264,235.326408210264,235.326408210264,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,50000.0,1,1,,0,1,0,0,0,0,100,100,747.194477356079,73857,72.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,,,,,
19188,1,1,28.2257372563342,28.2257372563342,28.2257372563342,28.2257372563342,146.70884707601,146.70884707601,146.70884707601,146.70884707601,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,1,1,0,0,1,250,250,531.45442025076,78567,94.5,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,,,,,
8195,2,3,44.0135841536421,53.4991748779628,53.4991748779628,48.7563795158025,336.163009843706,449.990098535553,449.990098535553,393.076554189629,0,1,1,1,1,True,3,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,2,0,2,2,0,100,100,508.272946839473,91804,384.0,0.0,0.0,0,,,,,,0.0,0.0,0.0,0.0,1.0
13848,1,1,36.9280813871769,36.9280813871769,36.9280813871769,36.9280813871769,251.136976646123,251.136976646123,251.136976646123,251.136976646123,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,1,1,1,1,1,100,100,598.06727779008,39952,150.3,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,,,,,
18074,2,1,23.3646767286147,54.9711315843803,54.9711315843803,39.1679041564975,88.376120743376,467.653579012564,467.653579012564,278.01484987797,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,NATIONWIDE,5.0,1,50000.0,0,0,,0,0,0,1,1,1,50,50,770.093164751964,79528,133.6,0.0,0.0,0,,,,,,0.0,0.0,0.0,1.0,0.0
17964,1,1,17.3734820625592,17.3734820625592,17.3734820625592,17.3734820625592,0.0,0.0,0.0,0.0,1,1,0,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,50000.0,0,0,,0,0,0,1,1,1,25,25,695.350632551956,97231,167.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,,,,,
19568,2,2,46.7197718286232,59.2278210935934,59.2278210935934,52.9737964611083,368.637261943478,518.733853123121,518.733853123121,443.6855575333,0,1,1,0,2,False,1,1,0.0,0,0,0.0,0,PROGRESSIVE,5.0,1,25000.0,1,1,,0,1,1,2,2,1,50,50,719.059201775273,98079,222.48,0.0,0.0,0,,,,,,0.0,1.0,0.0,0.0,0.0
7262,1,1,31.014101350955,31.014101350955,31.014101350955,31.014101350955,180.16921621146,180.16921621146,180.16921621146,180.16921621146,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,1,1,1,25,25,559.922895244095,15906,150.3,0.0,0.0,0,,,,,,0.0,0.0,0.0,1.0,0.0
2444,1,1,40.8124241908242,40.8124241908242,40.8124241908242,40.8124241908242,297.749090289891,297.749090289891,297.749090289891,297.749090289891,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,1,1,1,50,50,661.597741019361,66869,150.3,0.0,0.0,0,,,,,,0.0,0.0,1.0,0.0,0.0
5712,1,1,58.5249381435631,58.5249381435631,58.5249381435631,58.5249381435631,510.299257722757,510.299257722757,510.299257722757,510.299257722757,0,0,1,0,1,False,1,0,0.0,0,2,2.0,0,FARMERS,0.5,1,250000.0,0,0,,0,0,1,0,0,0,25,25,820.147535435596,73857,80.0,0.0,0.0,0,,,,,,0.0,0.0,1.0,0.0,0.0
6961,2,1,44.6037772123813,78.3836533401056,78.3836533401056,61.4937152762434,343.245326548575,748.603840081267,748.603840081267,545.924583314921,0,0,2,2,0,True,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,1.5,1,50000.0,1,1,,0,1,0,1,1,1,250,250,667.630762126636,22476,150.3,0.0,0.0,0,,,,,,0.0,0.0,0.0,1.0,0.0
18793,1,4,36.0823516353464,36.0823516353464,36.0823516353464,36.0823516353464,240.988219624157,240.988219624157,240.988219624157,240.988219624157,0,1,0,1,0,True,4,0,0.0,0,0,0.0,0,FARMERS,3.0,1,250000.0,1,1,,0,2,1,2,2,2,50,50,750.800947470793,87108,341.28,0.0,0.0,0,,,,,,0.0,1.0,0.0,0.0,0.0
13488,2,1,37.067960449619,45.4439034417813,45.4439034417813,41.2559319457002,252.815525395428,353.326841301376,353.326841301376,303.071183348402,0,1,1,0,2,False,1,0,0.0,0,0,0.0,0,OTHER,3.5,1,100000.0,0,1,,0,0,0,1,1,1,25,25,666.878420131945,40320,167.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,
19370,1,1,35.4141475405226,35.4141475405226,35.4141475405226,35.4141475405226,232.969770486272,232.969770486272,232.969770486272,232.969770486272,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,1,1,1,50,50,741.88988141717,17861,133.6,0.0,0.0,0,,,,,,0.0,0.0,0.0,0.0,1.0
10351,1,1,31.8972187922303,31.8972187922303,31.8972187922303,31.8972187922303,190.766625506763,190.766625506763,190.766625506763,190.766625506763,0,1,0,0,1,False,1,0,0.0,0,1,1.0,0,MISSING,,0,,1,0,,0,0,0,1,1,1,50,50,735.609101491617,46350,120.24,0.0,0.0,0,,,,,,0.0,0.0,0.0,0.0,1.0
14927,1,1,30.8896376060553,30.8896376060553,30.8896376060553,30.8896376060553,178.675651272664,178.675651272664,178.675651272664,178.675651272664,0,1,0,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,1,1,1,1,100,100,719.022328990328,14052,133.6,0.0,0.0,0,,,,,,1.0,1.0,0.0,0.0,0.0
8930,1,1,79.7104561309399,79.7104561309399,79.7104561309399,79.7104561309399,764.525473571279,764.525473571279,764.525473571279,764.525473571279,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,3.0,1,100000.0,0,0,,0,0,0,1,1,1,25,25,768.406940217297,76116,133.6,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,
9697,1,1,45.0081003044576,45.0081003044576,45.0081003044576,45.0081003044576,348.097203653491,348.097203653491,348.097203653491,348.097203653491,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,1,1,1,25,25,691.454608413327,87035,167.0,0.0,0.0,0,,,,,,0.0,0.0,0.0,1.0,0.0
12095,1,1,60.6871732275627,60.6871732275627,60.6871732275627,60.6871732275627,536.246078730753,536.246078730753,536.246078730753,536.246078730753,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,NATIONWIDE,5.0,1,25000.0,0,0,,0,0,0,1,1,1,25,25,625.722310240317,17861,167.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,,,,,
1464,1,1,26.8783550755663,26.8783550755663,26.8783550755663,26.8783550755663,130.540260906795,130.540260906795,130.540260906795,130.540260906795,0,1,0,1,0,True,1,0,0.0,0,0,0.0,0,NATIONWIDE,0.0,1,100000.0,0,0,,0,0,0,0,0,1,100,100,626.174318190674,98079,105.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,
8641,2,1,30.7836308762736,45.1795833405037,45.1795833405037,37.9816071083886,177.403570515283,350.155000086044,350.155000086044,263.779285300664,0,1,1,2,0,True,1,0,0.0,0,1,0.5,0,MISSING,,0,,0,1,,0,0,0,1,1,1,25,25,,71585,167.0,0.0,0.0,0,,,,,,0.0,0.0,1.0,0.0,0.0
5551,1,1,67.1013719474507,67.1013719474507,67.1013719474507,67.1013719474507,613.216463369409,613.216463369409,613.216463369409,613.216463369409,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,5.0,1,100000.0,0,0,,0,0,0,1,1,1,25,25,,59814,167.0,0.0,0.0,0,,,,,,0.0,0.0,1.0,0.0,0.0
489,1,1,42.0478264415593,42.0478264415593,42.0478264415593,42.0478264415593,312.573917298711,312.573917298711,312.573917298711,312.573917298711,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,0.0,1,100000.0,1,0,,0,0,1,1,1,1,25,25,577.545595325999,58574,150.3,0.0,0.0,0,,,,,,0.0,1.0,0.0,0.0,0.0
4192,1,1,63.7019969845604,63.7019969845604,63.7019969845604,63.7019969845604,572.423963814725,572.423963814725,572.423963814725,572.423963814725,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,1,1,1,1,25,25,642.453341653149,23332,167.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,,,,,
4158,3,1,17.1341349127592,66.1148025178577,66.1148025178577,50.191536171688,13.60961895311,601.377630214293,601.377630214293,410.298434060256,1,2,1,2,1,True,1,0,0.0,0,0,0.0,0,FARMERS,0.5,1,50000.0,1,1,,0,0,0,1,1,1,25,25,657.251965479396,70095,150.3,0.0,0.0,0,,,,,,0.0,1.0,0.0,0.0,0.0
7946,2,2,43.4561734650317,51.8899026542235,51.8899026542235,47.6730380596276,329.474081580381,430.678831850683,430.678831850683,380.076456715532,0,0,2,1,1,True,1,1,0.0,0,0,0.0,0,PROGRESSIVE,5.0,1,100000.0,0,1,,0,0,0,2,2,2,50,50,685.579347257812,54018,314.0,0.0,0.0,0,,,,,,1.0,0.0,0.0,0.0,0.0
